,time,flux,flux_err,gp_st_dev
0,-4.867145279581357,0.2664227847955498,0.1357000772123684,0.03609945919580625
1,-4.672459470946542,-0.14036886951918132,0.13550011220134708,0.036403772195455944
2,-4.477773662375471,-0.023126523819922414,0.13542072474523797,0.03673145814888022
3,-4.283087853900014,-0.21614681205348504,0.1352972941100987,0.037081057634079755
4,-4.0884020452652,-0.10088494680480271,0.13545274707925534,0.037450599049507115
5,-3.893716236757871,0.008306926115378243,0.13542936379235915,0.03783760677419726
6,-3.6990304281549284,0.11982039339710927,0.13548298374417952,0.038239115237392506
7,-3.504344619456371,0.02064387578467621,0.13549024613021213,0.03865168733848712
8,-3.309658778344564,-0.029755429099510552,0.13536106943139872,0.039071436969898996
9,-3.1149729698372353,0.08900256296627099,0.13548552757445195,0.039494054396204105
10,-2.920287161266164,0.07924487295568454,0.13554587121883546,0.03991483513220166
11,-2.7256013527269642,0.1897882498084653,0.1356642540966499,0.04032881069788317
12,-2.530915544124021,0.6168128653225952,0.13575467479307776,0.04073117809708222
13,-2.3362297354892068,0.7779531349961734,0.13577652180600552,0.04111742823512562
14,-2.141543926950007,0.78919569640698,0.13605792928896387,0.04148336733076132
15,-1.94685811847455,0.7022530609258668,0.1359275455177467,0.0418251311341841
16,-1.752172309807864,0.2640070534583853,0.13561924326453575,0.04213919350864057
17,-1.557486501332407,0.1347690827873682,0.1355712795941446,0.04242237074001594
18,-1.3628006927613356,0.33498246321240643,0.13556570311915528,0.04267182273052794
19,-1.16811488409465,0.11671409596559135,0.13549406686352325,0.04288505203201361
20,-0.9734290754917071,0.16788838946526854,0.13542769783292585,0.043059901502484434
21,-0.7787432343161571,0.23839981412061206,0.135511983409285,0.04319455122892167
22,-0.5840574258088286,0.15847799235112559,0.1355960096147144,0.043287515083071576
23,-0.3893716171421428,-0.07164976484829892,0.13533676837044348,0.043337637612270996
24,-0.1946858084754571,0.4201790857377556,0.13551386883642808,0.043344091097810115
25,0.0,1.0,0.13607610520565536,0.043306373346650065
26,0.1946858085710714,0.9779041192248776,0.13586678288955356,0.043224306210693876
27,0.3893716171102714,0.658141383706526,0.13585867256009684,0.043098034949902435
28,0.5840574255857285,0.5248454518085653,0.13573035378051254,0.04292802847818043
29,0.7787432343161571,0.5788022823845432,0.13579612426281057,0.042715080484211125
30,0.973429042855357,0.405844255153,0.1355763572788844,0.04246031137076502
31,1.1681148513626856,0.3708542713037719,0.13564653706698793,0.04216517089755243
32,1.3628006599656284,0.20126130113822258,0.13553703265561448,0.041831441354198334
33,1.5574864684410856,0.1376996119968701,0.1356846745694641,0.04146124100928007
34,1.752172276948414,0.16845551890648075,0.13557465141623118,0.04105702748368866
35,1.9468580856469713,0.13071681869829266,0.13532706191218838,0.04062160058609817
36,2.1415438943773997,0.1438768690195426,0.13558273181827293,0.04015810399892817
37,2.3362297028847285,0.1486124959505542,0.13550556896667654,0.03967002502959257
38,2.5309155113601856,0.24119317219711656,0.1355045414587626,0.03916119143987009
39,2.7256013199312568,-0.14181059836672352,0.135374536768135,0.03863576413250001
40,2.920287128566071,0.06525258448227637,0.1355156844329362,0.03809822420874545
41,3.1149729371371424,0.08904021785979013,0.135543407195003,0.03755325804813931
42,3.309658745771957,-0.06487421047026565,0.13572531599899268,0.03700535359649103
43,3.5043445542792853,0.06706714136918361,0.13560605525033917,0.03645868702950078
44,3.699030362786614,-0.040379392912026954,0.13542901463918453,0.03591710890546419
45,3.8937161713576853,0.0026327116033577364,0.13546027881202266,0.03538413260069861
46,4.088401979960628,0.02394431161028207,0.13551047706273153,0.03486292544458947
47,4.283087788563571,-0.12318932691404025,0.13545840336068457,0.03435630329651581
48,4.477773597166514,0.07376416980129619,0.1355294510438222,0.03386672818591832
49,4.672459405673842,-0.06259377888628727,0.13555256498398363,0.03339630876925261
50,4.867145214181171,0.05857008429257952,0.13556193226486912,0.032946804111947454
51,5.0618310227522425,0.07993697183801736,0.135527705277949,0.032519630596567733
52,5.2565168313870565,-0.09690243748543118,0.1354740753503236,0.03211587195452808
53,5.451202639894385,0.10800958971728229,0.13544531510453792,0.03173629235108314
54,5.645888448592943,0.16679524355954564,0.13555484944332633,0.031381352501724614
55,5.840574257132142,-0.014417111251331244,0.13550148886243568,0.031051228811056663
56,6.035260065607599,-0.17489100717835926,0.13542053520494315,0.030745835349780835
57,6.229945874146799,0.1784417555093288,0.13559050297036,0.030464847709923006
58,6.4246316828134855,-0.2384391295133353,0.13538553010523383,0.030207728541187976
59,6.619317491416428,0.16949259909877018,0.1356351446976895,0.029973754638164207
60,6.8140032999237565,-0.10556571001956368,0.13555267471783855,0.029762044170678206
61,7.008689108590442,-0.02329759655370911,0.13561864471623633,0.029571584595098552
62,7.2033749170340275,-0.15338100675788244,0.1355099184176521,0.029401259627575935
63,7.398060725636971,0.09456350021827654,0.13562817161000165,0.029249875203250328
64,7.592746534335528,-0.17379722777111148,0.13549792750005432,0.029116183783893693
65,7.787432342842856,-0.13977509771199603,0.1354831134296444,0.028998907065108107
66,7.982118151350185,-0.1822206159557373,0.13541671447163203,0.028896756200909198
67,8.176803959921257,-0.24506676139111283,0.13544806842671508,0.02880844982734742
68,8.371489768428585,0.175555260110602,0.13557605800473474,0.02873272966818871
69,8.56617557709527,-0.09624617961895598,0.1358154174696609,0.028668373966892157
70,8.760861385730085,-0.04243661580167145,0.1356515648727028,0.028614208882774578
71,8.955547194205542,0.16021494975543846,0.13558034760088034,0.02856911770166828
72,9.15023300271287,0.0844952615756721,0.1355615631600845,0.02853204714031593
73,9.344918811347684,0.23483284679026026,0.13566095210519827,0.028502011731728144
74,9.539604619950628,-0.07611305733837616,0.1355780332141227,0.028478096701329367
75,9.734290428553571,-0.045078786272477175,0.13556492500636608,0.028459459504973746
76,9.928976204488292,0.04717083214428238,0.13563112444827863,0.028445329783959784
77,10.123662013123106,-0.1071060323093598,0.13559699721940838,0.028435008294356818
78,10.318347821598563,-0.09319646907578868,0.1355849963260056,0.028427865121964487
79,10.51303363007402,0.129570848507103,0.1357546448656628,0.02842333699976073
80,10.707719438708835,0.07415805368850464,0.13582703928247405,0.028420924160674776
81,10.902405247311778,0.0621897741248101,0.13561758728090742,0.02842018713594164
82,11.09709105591472,0.11339167792257974,0.13581843016276782,0.028420742982953662
83,11.291776864517663,0.0713655500604681,0.1356247698605001,0.028422260899694508
84,11.486462673024992,0.11373163353869975,0.1357001570188083,0.028424458278320165
85,11.681148481500449,-0.1660941567530132,0.13548589667923658,0.028427096267875204
86,11.875834290230877,0.19933071371461453,0.13577570378999637,0.028429975605017966
87,12.070520098738205,-0.019352251190877093,0.13563863622943595,0.028432932343764327
88,12.265205907309277,-0.27074202843072925,0.1355756789241451,0.02843583443768741
89,12.459891715944092,0.00839412123645172,0.13563053587578422,0.0284385779290891
90,12.654577491719456,0.03594466228649947,0.1358934482162914,0.0284410833153381
91,12.849263300258656,-0.06006880915053172,0.13566556092710355,0.028443292568114436
